duration,num_subscribers,influencer,dow,views,view_rate,has_tags,prod_focus,reach,media_type,post_type,influencer_type,FTC_Converted,In_Person_Converted,Giveaway_Converted,Reoccuring_Converted,ViewRate_Binary,id
675,118172,Cam's Toy Box,Saturday,7168,6.42,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,178
851,118172,Cam's Toy Box,Tuesday,41344,37.01,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,179
1208,118172,Cam's Toy Box,Monday,12339,11.05,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,180
949,118172,Cam's Toy Box,Tuesday,6976,6.24,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,181
935,118172,Cam's Toy Box,Wednesday,5140,4.6,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,182
1372,118172,Cam's Toy Box,Thursday,77446,69.33,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,183
817,118172,Cam's Toy Box,Monday,146238,130.92,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,184
786,118172,Cam's Toy Box,Friday,13066,11.7,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,185
846,118172,Cam's Toy Box,Tuesday,5148,4.61,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,186
667,106299,Carlaylee HD,Wednesday,38532,39,0,1,Mid Scale (10K-100K),Product Sent Not From Brand,Review/Product Shoutout,Kid Toy,0,0,0,0,1,187
635,106299,Carlaylee HD,Saturday,144069,145.82,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Unboxing,Kid Toy,0,0,0,0,1,188
610,106299,Carlaylee HD,Monday,91269,92.38,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Kid Toy,0,0,0,0,1,189
476,106299,Carlaylee HD,Saturday,112353,113.72,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Kid Toy,0,0,0,0,1,190
325,106299,Carlaylee HD,Saturday,136003,137.66,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Unboxing,Kid Toy,0,0,0,0,1,191
602,106299,Carlaylee HD,Tuesday,278102,281.5,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Kid Toy,0,0,0,0,1,192
368,106299,Carlaylee HD,Wednesday,190496,192.83,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,193
601,106299,Carlaylee HD,Monday,153517,155.4,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,194
657,106299,Carlaylee HD,Wednesday,113444,114.83,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Kid Toy,0,0,0,0,1,195
617,106299,Carlaylee HD,Friday,61254,62,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,196
380,106299,Carlaylee HD,Monday,1001934,1014.25,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Kid Toy,0,0,0,0,1,197
450,106299,Carlaylee HD,Thursday,37598,38.06,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,198
302,106299,Carlaylee HD,Sunday,271841,275.19,0,1,Mid Scale (10K-100K),Likely Organic,Skit,Kid Toy,0,0,0,0,1,199
323,106299,Carlaylee HD,Tuesday,46243,46.81,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Kid Toy,0,0,0,0,1,200
655,106299,Carlaylee HD,Wednesday,82567,83.59,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,201
387,106299,Carlaylee HD,Saturday,156149,158.07,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,202
698,106299,Carlaylee HD,Sunday,374135,378.75,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Kid Toy,0,0,0,0,1,203
317,106299,Carlaylee HD,Tuesday,34483,34.91,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Kid Toy,0,0,0,0,1,204
181,106299,Carlaylee HD,Friday,27730,28.07,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,205
603,106299,Carlaylee HD,Friday,52896,53.55,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Kid Toy,0,0,0,0,1,206
205,106299,Carlaylee HD,Sunday,20183,20.43,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,207
602,106299,Carlaylee HD,Wednesday,33634,34.05,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,208
698,1118,Cathleen's Toy Reviews,Saturday,1422,144.51,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,1,0,1,209
755,1118,Cathleen's Toy Reviews,Wednesday,411,41.77,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,210
93,1118,Cathleen's Toy Reviews,Tuesday,355,36.11,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,1,0,1,211
624,730420,Chad Alan,Sunday,35973,4.94,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,0,212
650,730420,Chad Alan,Wednesday,13846,1.9,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,0,213
711,730420,Chad Alan,Friday,19008,2.61,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,0,214
1210,730420,Chad Alan,Sunday,10945,1.5,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,0,215
1018,730420,Chad Alan,Tuesday,32998,4.54,0,1,Mega (500K+),Likely Organic,Skit,Toy Reviewer,0,0,0,0,0,216
566,730420,Chad Alan,Thursday,14111,1.94,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,0,217
0,0,Super S,Friday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,218
732,160175,Chelsea TV,Saturday,2024,1.34,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Family Toy,0,0,0,0,0,219
977,4168,Chloe's Playroom,Sunday,231,5.69,0,1,Micro (<10K),Likely Organic,Unboxing,Family Toy,0,0,0,0,0,220
1297,3057190,Come Play With Me,Saturday,6787299,228.71,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,221
662,7137242,Cookie Swirl,Saturday,699178,9.99,0,1,Mega (500K+),Likely Product Was Sent,Challenge,Storyteller,0,0,0,0,0,222
811,7137242,Cookie Swirl,Friday,787938,11.26,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Storyteller,0,0,0,0,0,223
536,7137243,Cookie Swirl,Wednesday,1211518,17.31,0,1,Mega (500K+),Likely Paid,Storytelling,Storyteller,0,0,0,0,1,224
316,7137243,Cookie Swirl,Saturday,827055,11.82,0,1,Mega (500K+),Likely Paid,Storytelling,Storyteller,0,0,0,0,0,225
489,7137243,Cookie Swirl,Friday,1674498,23.92,0,1,Mega (500K+),Likely Paid,Storytelling,Storyteller,0,0,0,0,1,226
555,7137243,Cookie Swirl,Wednesday,331154,4.73,0,1,Mega (500K+),Likely Paid,Storytelling,Storyteller,0,0,0,0,0,227
639,7137242,Cookie Swirl,Saturday,2404302,34.35,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Storyteller,0,0,0,0,1,228
553,7137242,Cookie Swirl,Saturday,809033,11.56,0,1,Mega (500K+),Likely Paid,Storytelling,Storyteller,0,0,0,0,0,229
499,7137242,Cookie Swirl,Tuesday,847648,12.11,0,1,Mega (500K+),Likely Paid,Storytelling,Storyteller,0,0,0,0,0,230
280,7137242,Cookie Swirl,Saturday,2950079,42.15,0,1,Mega (500K+),Likely Paid,Storytelling,Storyteller,0,0,0,0,1,231
663,7137242,Cookie Swirl,Thursday,1965285,28.08,0,1,Mega (500K+),Likely Paid,Storytelling,Storyteller,0,0,0,0,1,232
602,7137242,Cookie Swirl,Saturday,5299082,75.71,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Storyteller,0,0,0,0,1,233
753,7137241,Cookie Swirl,Wednesday,784187,11.2,0,1,Mega (500K+),Likely Paid,Storytelling,Storyteller,0,0,0,0,0,234
580,7137241,Cookie Swirl,Tuesday,448184,6.4,0,1,Mega (500K+),Likely Organic,Challenge,Storyteller,0,0,0,0,0,235
298,7137241,Cookie Swirl,Monday,335310,4.79,0,1,Mega (500K+),Likely Paid,Challenge,Storyteller,0,0,0,0,0,236
557,7137242,Cookie Swirl,Thursday,629438,8.99,0,1,Mega (500K+),Likely Paid,Storytelling,Storyteller,0,0,0,0,0,237
868,7137242,Cookie Swirl,Thursday,5397735,77.12,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Storyteller,0,0,0,0,1,238
779,7137244,Cookie Swirl,Sunday,3253835,46.49,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Storyteller,0,0,0,0,1,239
538,7137244,Cookie Swirl,Saturday,7712748,110.19,0,1,Mega (500K+),Likely Paid,Storytelling,Storyteller,0,0,0,0,1,240
630,7137244,Cookie Swirl,Friday,8833937,126.21,0,1,Mega (500K+),Likely Paid,Storytelling,Storyteller,0,0,0,0,1,241
613,7137244,Cookie Swirl,Tuesday,1391134,19.88,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Storyteller,0,0,0,0,1,242
503,7137244,Cookie Swirl,Saturday,1414565,20.21,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Storyteller,0,0,0,0,1,243
0,0,Super S,Saturday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,244
0,0,Super S,Tuesday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,245
0,0,Super S,Saturday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,246
0,0,Super S,Sunday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,247
0,0,Super S,Friday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,248
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Mommy Blogger,0,0,0,0,0,249
0,0,Natasha Mairs,Wednesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Mommy Blogger,0,0,0,0,0,250
0,0,Super S,Thursday,0,0,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,0,251
0,0,Super S,Saturday,0,0,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,1,0,0,252
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Mommy Blogger,0,0,0,0,0,253
0,0,Sabina Green,Saturday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Mommy Blogger,0,0,0,0,0,254
0,0,Super S,Wednesday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,255
0,0,Super S,Friday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,256
0,0,Super S,Saturday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,257
599,7334,Cr8zy Kids TV,Sunday,3733,53.98,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,258
370,7334,Cr8zy Kids TV,Sunday,4048,58.54,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,259
798,460650,Cupcake Kids Club,Thursday,55185,12.47,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,260
1310,460650,Cupcake Kids Club,Saturday,663687,149.97,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,261
1471,460650,Cupcake Kids Club,Tuesday,184051,41.59,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,262
1186,460650,Cupcake Kids Club,Friday,691751,156.32,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,263
399,460650,Cupcake Kids Club,Wednesday,35215,7.96,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,264
930,460650,Cupcake Kids Club,Tuesday,175768,39.72,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,265
817,460650,Cupcake Kids Club,Sunday,93341,21.09,0,1,Large Scale (100K-500K),Likely Product Was Sent,Unboxing,Storyteller,0,0,0,0,1,266
2230,460650,Cupcake Kids Club,Saturday,673404,152.18,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,267
741,460650,Cupcake Kids Club,Tuesday,169588,38.33,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,268
1578,460650,Cupcake Kids Club,Monday,831501,187.91,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,269
603,460650,Cupcake Kids Club,Saturday,272925,61.68,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,270
1121,460650,Cupcake Kids Club,Tuesday,1882064,425.33,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,271
539,460650,Cupcake Kids Club,Tuesday,844541,190.86,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,272
693,460650,Cupcake Kids Club,Tuesday,100128,22.63,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,273
1521,460650,Cupcake Kids Club,Saturday,800795,180.98,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,274
802,460650,Cupcake Kids Club,Wednesday,445061,100.59,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,275
1826,460650,Cupcake Kids Club,Monday,634135,143.32,0,1,Large Scale (100K-500K),Likely Product Was Sent,Unboxing,Storyteller,0,0,0,0,1,276
930,460650,Cupcake Kids Club,Friday,188272,42.55,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,277
2075,460650,Cupcake Kids Club,Wednesday,1475271,333.42,0,1,Large Scale (100K-500K),Likely Product Was Sent,Unboxing,Storyteller,0,0,0,0,1,278
716,460650,Cupcake Kids Club,Monday,371816,84.03,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,279
2149,460650,Cupcake Kids Club,Wednesday,744743,168.32,0,1,Large Scale (100K-500K),Likely Product Was Sent,Review/Product Shoutout,Storyteller,0,0,0,0,1,280
869,460650,Cupcake Kids Club,Saturday,1671349,377.75,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,281
981,460650,Cupcake Kids Club,Friday,274615,62.07,0,1,Large Scale (100K-500K),Likely Product Was Sent,Skit,Storyteller,0,0,0,0,1,282
826,460650,Cupcake Kids Club,Friday,162944,36.83,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,283
3019,460650,Cupcake Kids Club,Monday,1728688,390.71,0,1,Large Scale (100K-500K),Likely Product Was Sent,Unboxing,Storyteller,0,0,0,0,1,284
1028,460650,Cupcake Kids Club,Tuesday,101973,23.05,0,1,Large Scale (100K-500K),Likely Product Was Sent,Skit,Storyteller,0,0,0,0,1,285
762,355884,CupcakeSurpriseToys,Tuesday,78712,23.3,0,1,Large Scale (100K-500K),Likely Organic,Challenge,Family Toy,0,0,0,0,1,286
806,355884,CupcakeSurpriseToys,Saturday,150680,44.6,0,1,Large Scale (100K-500K),Likely Organic,Challenge,Family Toy,0,0,1,0,1,287
630,355884,CupcakeSurpriseToys,Saturday,446163,132.07,0,1,Large Scale (100K-500K),Likely Organic,Challenge,Family Toy,0,0,0,0,1,288
743,355884,CupcakeSurpriseToys,Saturday,428416,126.82,0,1,Large Scale (100K-500K),Likely Organic,Challenge,Family Toy,0,0,0,0,1,289
986,355884,CupcakeSurpriseToys,Friday,330743,97.91,0,1,Large Scale (100K-500K),Likely Organic,Challenge,Family Toy,0,0,1,0,1,290
603,355884,CupcakeSurpriseToys,Saturday,275899,81.67,0,1,Large Scale (100K-500K),Likely Organic,Retailer Visit,Family Toy,0,0,0,0,1,291
1052,355884,CupcakeSurpriseToys,Saturday,599692,177.53,0,1,Large Scale (100K-500K),Likely Organic,Challenge,Family Toy,0,0,1,0,1,292
918,355884,CupcakeSurpriseToys,Saturday,543262,160.82,0,1,Large Scale (100K-500K),Likely Organic,Challenge,Family Toy,0,0,1,0,1,293
474,154065,Disney Fun,Friday,959,0.62,0,1,Large Scale (100K-500K),Likely Product Was Sent,Unboxing,Kid Toy,0,0,0,0,0,294
606,0,Doll Gems,Saturday,982891,96.61,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,295
612,0,Doll Gems,Saturday,88301,95.63,0,1,Large Scale (100K-500K),Likely Organic,DIY,Storyteller,0,0,0,0,1,296
249,383529,DollHouse DIY,Monday,1083665,285.26,0,1,Large Scale (100K-500K),Likely Organic,Review/Product Shoutout,Toy Reviewer,0,0,0,0,1,297
189,383529,DollHouse DIY,Thursday,234493,61.73,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,1,298
244,383529,DollHouse DIY,Monday,153820,40.49,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,1,299
303,383529,DollHouse DIY,Friday,74097,19.51,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,1,300
601,1167976,Ellie Sparkles,Wednesday,106750,9.29,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,0,301
730,1167976,Ellie Sparkles,Saturday,51181,4.46,0,1,Mega (500K+),Likely Organic,Skit,Storyteller,0,0,0,0,0,302
698,1167976,Ellie Sparkles,Monday,42930,3.74,0,1,Mega (500K+),Likely Organic,DIY,Storyteller,0,0,0,0,0,303
774,1167976,Ellie Sparkles,Monday,77559,6.75,0,1,Mega (500K+),Likely Organic,Hacks/Insider Content,Storyteller,0,0,0,0,0,304
604,1167976,Ellie Sparkles,Saturday,78857,6.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,305
606,1167976,Ellie Sparkles,Sunday,80103,6.97,0,1,Mega (500K+),Likely Organic,Skit,Storyteller,0,0,0,0,0,306
630,1167976,Ellie Sparkles,Monday,34602,3.01,0,1,Mega (500K+),Likely Organic,DIY,Storyteller,0,0,0,0,0,307
1783,1167976,Ellie Sparkles,Friday,60042,5.23,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,308
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,309
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,310
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,311
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Retailer Event,Storyteller,0,0,0,0,0,312
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Hacks/Insider Content,Storyteller,0,0,0,0,0,313
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Prodct Was Sent,Unboxing,Storyteller,0,0,0,0,0,314
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,315
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Hacks/Insider Content,Storyteller,0,0,0,0,0,316
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Challenge,Storyteller,0,0,0,0,0,317
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,318
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,319
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,320
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,321
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Hacks/Insider Content,Storyteller,0,0,0,0,0,322
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,323
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Hacks/Insider Content,Storyteller,0,0,0,0,0,324
798,1167975,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,0,325
798,1167975,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Challenge,Storyteller,0,0,0,0,0,326
798,1167975,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Challenge,Storyteller,0,0,0,0,0,327
798,1167975,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,328
798,1167975,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,329
798,1167975,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,330
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,331
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,332
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,DIY,Storyteller,0,0,0,0,0,333
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Challenge,Storyteller,0,0,0,0,0,334
798,1167976,Ellie Sparkles,Saturday,55950,4.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,335
1394,801787,Emily Evelyn (Two Sisters Toy Style),Saturday,345514,44.45,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,336
1075,801787,Emily Evelyn (Two Sisters Toy Style),Friday,127287,16.38,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,1,0,1,337
968,801787,Emily Evelyn (Two Sisters Toy Style),Monday,113570,14.61,0,1,Mega (500K+),Likely Prodct Was Sent,Unboxing,Kid Toy,0,0,0,0,0,338
1027,801787,Emily Evelyn (Two Sisters Toy Style),Thursday,342114,44.02,0,1,Mega (500K+),Likely Prodct Was Sent,Unboxing,Kid Toy,0,0,0,0,1,339
576,801787,Emily Evelyn (Two Sisters Toy Style),Tuesday,324462,41.75,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,1,0,1,340
1215,801787,Emily Evelyn (Two Sisters Toy Style),Friday,1063321,136.83,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,341
872,801788,Emily Evelyn (Two Sisters Toy Style),Thursday,1346082,173.22,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,342
887,801788,Emily Evelyn (Two Sisters Toy Style),Tuesday,1700874,218.88,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,343
0,0,Emily Evelyn (Two Sisters Toy Style),Thursday,0,0,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,344
0,0,Emily Evelyn (Two Sisters Toy Style),Tuesday,0,0,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,345
0,0,Emily Evelyn (Two Sisters Toy Style),Wednesday,0,0,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,346
0,0,Emily Evelyn (Two Sisters Toy Style),Friday,0,0,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,347
0,0,Emily Evelyn (Two Sisters Toy Style),Saturday,0,0,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,348
0,0,Emily Evelyn (Two Sisters Toy Style),Thursday,0,0,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,349
0,0,Super S,Friday,0,0,0,2,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,350
0,0,Emily Evelyn (Two Sisters Toy Style),Tuesday,0,0,0,1,Micro (<10K),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,351
0,0,Emily Evelyn (Two Sisters Toy Style),Monday,0,0,0,1,Micro (<10K),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,352
0,0,Emily Evelyn (Two Sisters Toy Style),Monday,0,0,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,353
0,0,Super S,Monday,0,0,0,2,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,354
0,0,Cookie Swirl,Friday,0,0,0,2,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,355
0,0,Emily Evelyn (Two Sisters Toy Style),Saturday,0,0,0,2,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,356
